items,support,ordered_statistics,length
frozenset({'가족'}),0.01233489663093415,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'가족'}), confidence=0.01233489663093415, lift=1.0)]",1
frozenset({'가즈'}),0.002524406584992343,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'가즈'}), confidence=0.002524406584992343, lift=1.0)]",1
frozenset({'가지'}),0.0009882274119448699,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'가지'}), confidence=0.0009882274119448699, lift=1.0)]",1
frozenset({'가평'}),0.0003732771822358346,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'가평'}), confidence=0.0003732771822358346, lift=1.0)]",1
frozenset({'각'}),0.0005670941807044411,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'각'}), confidence=0.0005670941807044411, lift=1.0)]",1
frozenset({'각각'}),0.0002488514548238897,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'각각'}), confidence=0.0002488514548238897, lift=1.0)]",1
frozenset({'간'}),0.00033020673813169985,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'간'}), confidence=0.00033020673813169985, lift=1.0)]",1
frozenset({'간다'}),0.0006245214395099541,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'간다'}), confidence=0.0006245214395099541, lift=1.0)]",1
frozenset({'간만'}),0.0001363897396630934,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'간만'}), confidence=0.0001363897396630934, lift=1.0)]",1
frozenset({'간식'}),0.00018185298621745788,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'간식'}), confidence=0.00018185298621745788, lift=1.0)]",1
frozenset({'간지'}),0.0002703866768759571,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'간지'}), confidence=0.0002703866768759571, lift=1.0)]",1
frozenset({'갈래'}),0.0008398736600306279,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'갈래'}), confidence=0.0008398736600306279, lift=1.0)]",1
frozenset({'갈매기'}),0.00012442572741194486,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'갈매기'}), confidence=0.00012442572741194486, lift=1.0)]",1
frozenset({'갈수'}),0.000806374425727412,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'갈수'}), confidence=0.000806374425727412, lift=1.0)]",1
frozenset({'감'}),0.0004953101071975498,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'감'}), confidence=0.0004953101071975498, lift=1.0)]",1
frozenset({'감귤'}),0.00011964012251148545,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'감귤'}), confidence=0.00011964012251148545, lift=1.0)]",1
frozenset({'감기'}),0.00011724732006125575,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'감기'}), confidence=0.00011724732006125575, lift=1.0)]",1
frozenset({'감동'}),0.00028235068912710565,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'감동'}), confidence=0.00028235068912710565, lift=1.0)]",1
frozenset({'감사'}),0.0008901225114854518,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'감사'}), confidence=0.0008901225114854518, lift=1.0)]",1
frozenset({'감성'}),0.00039002679938744255,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'감성'}), confidence=0.00039002679938744255, lift=1.0)]",1
frozenset({'감자'}),0.00017228177641653904,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'감자'}), confidence=0.00017228177641653904, lift=1.0)]",1
frozenset({'갑'}),0.0003756699846860643,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'갑'}), confidence=0.0003756699846860643, lift=1.0)]",1
frozenset({'갑자기'}),0.0003421707503828484,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'갑자기'}), confidence=0.0003421707503828484, lift=1.0)]",1
frozenset({'값'}),0.0002344946401225115,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'값'}), confidence=0.0002344946401225115, lift=1.0)]",1
frozenset({'갓'}),0.0001842457886676876,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'갓'}), confidence=0.0001842457886676876, lift=1.0)]",1
frozenset({'강'}),0.0003684915773353752,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'강'}), confidence=0.0003684915773353752, lift=1.0)]",1
frozenset({'강남'}),0.00015313935681470137,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'강남'}), confidence=0.00015313935681470137, lift=1.0)]",1
frozenset({'강릉'}),0.0001866385911179173,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'강릉'}), confidence=0.0001866385911179173, lift=1.0)]",1
frozenset({'강습'}),0.000263208269525268,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'강습'}), confidence=0.000263208269525268, lift=1.0)]",1
frozenset({'강아지'}),0.0013112557427258805,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'강아지'}), confidence=0.0013112557427258805, lift=1.0)]",1
frozenset({'강원도'}),0.0012131508422664624,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'강원도'}), confidence=0.0012131508422664624, lift=1.0)]",1
frozenset({'강추'}),0.00031584992343032157,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'강추'}), confidence=0.00031584992343032157, lift=1.0)]",1
frozenset({'개'}),0.00493395865237366,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'개'}), confidence=0.00493395865237366, lift=1.0)]",1
frozenset({'개관'}),0.00012681852986217457,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'개관'}), confidence=0.00012681852986217457, lift=1.0)]",1
frozenset({'개꿀'}),0.00022492343032159265,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'개꿀'}), confidence=0.00022492343032159265, lift=1.0)]",1
frozenset({'개별'}),0.0001866385911179173,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'개별'}), confidence=0.0001866385911179173, lift=1.0)]",1
frozenset({'개월'}),0.0024717649310872893,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'개월'}), confidence=0.0024717649310872893, lift=1.0)]",1
frozenset({'개이득'}),0.0003732771822358346,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'개이득'}), confidence=0.0003732771822358346, lift=1.0)]",1
frozenset({'개인'}),0.0002991003062787136,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'개인'}), confidence=0.0002991003062787136, lift=1.0)]",1
frozenset({'개장'}),0.0003445635528330781,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'개장'}), confidence=0.0003445635528330781, lift=1.0)]",1
frozenset({'개통'}),0.0022827335375191424,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'개통'}), confidence=0.0022827335375191424, lift=1.0)]",1
frozenset({'객'}),0.00015313935681470137,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'객'}), confidence=0.00015313935681470137, lift=1.0)]",1
frozenset({'객실'}),0.004560681470137826,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'객실'}), confidence=0.004560681470137826, lift=1.0)]",1
frozenset({'거'}),0.00772875191424196,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'거'}), confidence=0.00772875191424196, lift=1.0)]",1
frozenset({'거기'}),0.0006436638591117917,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'거기'}), confidence=0.0006436638591117917, lift=1.0)]",1
frozenset({'거나'}),0.0001339969372128637,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'거나'}), confidence=0.0001339969372128637, lift=1.0)]",1
frozenset({'거리'}),0.0014907159264931087,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'거리'}), confidence=0.0014907159264931087, lift=1.0)]",1
frozenset({'거북이'}),0.00013878254211332312,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'거북이'}), confidence=0.00013878254211332312, lift=1.0)]",1
frozenset({'거의'}),0.0003684915773353752,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'거의'}), confidence=0.0003684915773353752, lift=1.0)]",1
frozenset({'거제'}),0.00017467457886676877,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'거제'}), confidence=0.00017467457886676877, lift=1.0)]",1
frozenset({'걱정'}),0.0008446592649310873,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'걱정'}), confidence=0.0008446592649310873, lift=1.0)]",1
frozenset({'건'}),0.0006053790199081164,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'건'}), confidence=0.0006053790199081164, lift=1.0)]",1
frozenset({'건가'}),0.0019142419601837673,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'건가'}), confidence=0.0019142419601837673, lift=1.0)]",1
frozenset({'건강'}),0.00020338820826952528,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'건강'}), confidence=0.00020338820826952528, lift=1.0)]",1
frozenset({'건물'}),0.00016988897396630933,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'건물'}), confidence=0.00016988897396630933, lift=1.0)]",1
frozenset({'걸'}),0.0010576186830015314,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'걸'}), confidence=0.0010576186830015314, lift=1.0)]",1
frozenset({'검색'}),0.00043788284839203675,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'검색'}), confidence=0.00043788284839203675, lift=1.0)]",1
frozenset({'것'}),0.005553694486983155,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'것'}), confidence=0.005553694486983155, lift=1.0)]",1
frozenset({'게'}),0.0010671898928024503,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'게'}), confidence=0.0010671898928024503, lift=1.0)]",1
frozenset({'게임'}),0.0006221286370597243,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'게임'}), confidence=0.0006221286370597243, lift=1.0)]",1
frozenset({'겟'}),0.00014117534456355282,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'겟'}), confidence=0.00014117534456355282, lift=1.0)]",1
frozenset({'겨'}),0.00022492343032159265,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'겨'}), confidence=0.00022492343032159265, lift=1.0)]",1
frozenset({'겨우'}),0.00020338820826952528,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'겨우'}), confidence=0.00020338820826952528, lift=1.0)]",1
frozenset({'겨울'}),0.003132178407350689,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'겨울'}), confidence=0.003132178407350689, lift=1.0)]",1
frozenset({'겨울방학'}),0.00039002679938744255,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'겨울방학'}), confidence=0.00039002679938744255, lift=1.0)]",1
frozenset({'격리'}),0.00016988897396630933,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'격리'}), confidence=0.00016988897396630933, lift=1.0)]",1
frozenset({'결과'}),0.00011724732006125575,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'결과'}), confidence=0.00011724732006125575, lift=1.0)]",1
frozenset({'결기'}),0.00011724732006125575,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'결기'}), confidence=0.00011724732006125575, lift=1.0)]",1
frozenset({'결재'}),0.0009236217457886677,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'결재'}), confidence=0.0009236217457886677, lift=1.0)]",1
frozenset({'결정'}),0.00025602986217457887,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'결정'}), confidence=0.00025602986217457887, lift=1.0)]",1
frozenset({'결제'}),0.00641271056661562,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'결제'}), confidence=0.00641271056661562, lift=1.0)]",1
frozenset({'결합'}),0.00011246171516079633,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'결합'}), confidence=0.00011246171516079633, lift=1.0)]",1
frozenset({'결혼'}),0.0011892228177641654,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'결혼'}), confidence=0.0011892228177641654, lift=1.0)]",1
frozenset({'결혼기념일'}),0.0006316998468606431,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'결혼기념일'}), confidence=0.0006316998468606431, lift=1.0)]",1
frozenset({'결혼식'}),0.000131604134762634,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'결혼식'}), confidence=0.000131604134762634, lift=1.0)]",1
frozenset({'겸'}),0.00027995788667687597,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'겸'}), confidence=0.00027995788667687597, lift=1.0)]",1
frozenset({'경'}),0.00012681852986217457,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'경'}), confidence=0.00012681852986217457, lift=1.0)]",1
frozenset({'경관'}),0.00011964012251148545,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'경관'}), confidence=0.00011964012251148545, lift=1.0)]",1
frozenset({'경기'}),0.0001052833078101072,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'경기'}), confidence=0.0001052833078101072, lift=1.0)]",1
frozenset({'경북'}),0.00013878254211332312,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'경북'}), confidence=0.00013878254211332312, lift=1.0)]",1
frozenset({'경우'}),0.00040677641653905056,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'경우'}), confidence=0.00040677641653905056, lift=1.0)]",1
frozenset({'경주'}),0.0017706738131699846,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'경주'}), confidence=0.0017706738131699846, lift=1.0)]",1
frozenset({'경주로'}),0.00010289050535987749,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'경주로'}), confidence=0.00010289050535987749, lift=1.0)]",1
frozenset({'경주엑스포'}),0.00017706738131699848,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'경주엑스포'}), confidence=0.00017706738131699848, lift=1.0)]",1
frozenset({'경주월드'}),0.0023162327718223583,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'경주월드'}), confidence=0.0023162327718223583, lift=1.0)]",1
frozenset({'경치'}),0.0012562212863705972,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'경치'}), confidence=0.0012562212863705972, lift=1.0)]",1
frozenset({'경품'}),0.0004761676875957121,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'경품'}), confidence=0.0004761676875957121, lift=1.0)]",1
frozenset({'경험'}),0.00038763399693721287,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'경험'}), confidence=0.00038763399693721287, lift=1.0)]",1
frozenset({'계속'}),0.002366481623277182,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'계속'}), confidence=0.002366481623277182, lift=1.0)]",1
frozenset({'계절'}),0.000526416539050536,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'계절'}), confidence=0.000526416539050536, lift=1.0)]",1
frozenset({'계획'}),0.0006651990811638592,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'계획'}), confidence=0.0006651990811638592, lift=1.0)]",1
frozenset({'고'}),0.0007106623277182236,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'고'}), confidence=0.0007106623277182236, lift=1.0)]",1
frozenset({'고가'}),0.00011246171516079633,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'고가'}), confidence=0.00011246171516079633, lift=1.0)]",1
frozenset({'고객'}),0.0005503445635528331,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'고객'}), confidence=0.0005503445635528331, lift=1.0)]",1
frozenset({'고고'}),0.0034097434915773355,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'고고'}), confidence=0.0034097434915773355, lift=1.0)]",1
frozenset({'고고싱'}),0.0001292113323124043,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'고고싱'}), confidence=0.0001292113323124043, lift=1.0)]",1
frozenset({'고고씽'}),0.0002871362940275651,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'고고씽'}), confidence=0.0002871362940275651, lift=1.0)]",1
frozenset({'고구마'}),0.0001076761102603369,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'고구마'}), confidence=0.0001076761102603369, lift=1.0)]",1
frozenset({'고급'}),0.0013950038284839203,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'고급'}), confidence=0.0013950038284839203, lift=1.0)]",1
frozenset({'고기'}),0.00041156202143950997,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'고기'}), confidence=0.00041156202143950997, lift=1.0)]",1
frozenset({'고민'}),0.002088916539050536,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'고민'}), confidence=0.002088916539050536, lift=1.0)]",1
frozenset({'고생'}),0.0022707695252679938,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'고생'}), confidence=0.0022707695252679938, lift=1.0)]",1
frozenset({'고양'}),0.0008326952526799388,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'고양'}), confidence=0.0008326952526799388, lift=1.0)]",1
frozenset({'고양이'}),0.00028235068912710565,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'고양이'}), confidence=0.00028235068912710565, lift=1.0)]",1
frozenset({'고요'}),0.000131604134762634,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'고요'}), confidence=0.000131604134762634, lift=1.0)]",1
frozenset({'고해'}),0.00020578101071975499,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'고해'}), confidence=0.00020578101071975499, lift=1.0)]",1
frozenset({'고흐'}),0.00010289050535987749,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'고흐'}), confidence=0.00010289050535987749, lift=1.0)]",1
frozenset({'곤돌라'}),0.0005072741194486983,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'곤돌라'}), confidence=0.0005072741194486983, lift=1.0)]",1
frozenset({'곤지암'}),0.0008925153139356815,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'곤지암'}), confidence=0.0008925153139356815, lift=1.0)]",1
frozenset({'곧'}),0.0007106623277182236,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'곧'}), confidence=0.0007106623277182236, lift=1.0)]",1
frozenset({'골'}),0.00010289050535987749,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'골'}), confidence=0.00010289050535987749, lift=1.0)]",1
frozenset({'골드'}),0.0009331929555895865,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'골드'}), confidence=0.0009331929555895865, lift=1.0)]",1
frozenset({'골드바'}),0.00011006891271056662,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'골드바'}), confidence=0.00011006891271056662, lift=1.0)]",1
frozenset({'골목'}),0.00015792496171516078,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'골목'}), confidence=0.00015792496171516078, lift=1.0)]",1
frozenset({'골프'}),0.0005144525267993874,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'골프'}), confidence=0.0005144525267993874, lift=1.0)]",1
frozenset({'골프장'}),0.00010049770290964777,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'골프장'}), confidence=0.00010049770290964777, lift=1.0)]",1
frozenset({'곳'}),0.007140122511485452,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'곳'}), confidence=0.007140122511485452, lift=1.0)]",1
frozenset({'곳도'}),0.0002919218989280245,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'곳도'}), confidence=0.0002919218989280245, lift=1.0)]",1
frozenset({'공'}),0.000131604134762634,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'공'}), confidence=0.000131604134762634, lift=1.0)]",1
frozenset({'공간'}),0.0007680895865237366,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'공간'}), confidence=0.0007680895865237366, lift=1.0)]",1
frozenset({'공감'}),0.00020578101071975499,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'공감'}), confidence=0.00020578101071975499, lift=1.0)]",1
frozenset({'공기'}),0.0004809532924961715,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'공기'}), confidence=0.0004809532924961715, lift=1.0)]",1
frozenset({'공기청정기'}),0.00014356814701378255,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'공기청정기'}), confidence=0.00014356814701378255, lift=1.0)]",1
frozenset({'공룡'}),0.00013878254211332312,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'공룡'}), confidence=0.00013878254211332312, lift=1.0)]",1
frozenset({'공부'}),0.00024406584992343032,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'공부'}), confidence=0.00024406584992343032, lift=1.0)]",1
frozenset({'공연'}),0.0005096669218989281,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'공연'}), confidence=0.0005096669218989281, lift=1.0)]",1
frozenset({'공원'}),0.0008542304747320061,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'공원'}), confidence=0.0008542304747320061, lift=1.0)]",1
frozenset({'공유'}),0.0011629019908116385,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'공유'}), confidence=0.0011629019908116385, lift=1.0)]",1
frozenset({'공주'}),0.00019142419601837673,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'공주'}), confidence=0.00019142419601837673, lift=1.0)]",1
frozenset({'공지'}),0.00037806278713629405,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'공지'}), confidence=0.00037806278713629405, lift=1.0)]",1
frozenset({'공짜'}),0.0002608154670750383,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'공짜'}), confidence=0.0002608154670750383, lift=1.0)]",1
frozenset({'공항'}),0.0002129594180704441,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'공항'}), confidence=0.0002129594180704441, lift=1.0)]",1
frozenset({'공휴일'}),0.00016031776416539051,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'공휴일'}), confidence=0.00016031776416539051, lift=1.0)]",1
frozenset({'과'}),0.0001363897396630934,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'과'}), confidence=0.0001363897396630934, lift=1.0)]",1
frozenset({'과연'}),0.00016749617151607963,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'과연'}), confidence=0.00016749617151607963, lift=1.0)]",1
frozenset({'관'}),0.00013878254211332312,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'관'}), confidence=0.00013878254211332312, lift=1.0)]",1
frozenset({'관계자'}),0.00016749617151607963,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'관계자'}), confidence=0.00016749617151607963, lift=1.0)]",1
frozenset({'관광'}),0.0004977029096477795,"[OrderedStatistic(items_base=frozenset(), items_add=frozenset({'관광'}), confidence=0.0004977029096477795, lift=1.0)]",1
